"Name","Full Name","OID","Type","Access","Indexes","MIB Module","Description"
"uaxteOutputLpuForward",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputMeters.uaxteOutputLpuForward",".1.3.6.1.4.1.43768.3.1.1.3.2.7.1.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Forward power of the low power unit(LPU)."
"uaxteOutputLpuReflected",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputMeters.uaxteOutputLpuReflected",".1.3.6.1.4.1.43768.3.1.1.3.2.7.1.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Reflected power of the low power unit(LPU)."
"uaxteOutputSystemForward",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputMeters.uaxteOutputSystemForward",".1.3.6.1.4.1.43768.3.1.1.3.2.7.1.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Forward power of the system."
"uaxteOutputSystemReflected",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputMeters.uaxteOutputSystemReflected",".1.3.6.1.4.1.43768.3.1.1.3.2.7.1.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Reflected power of the system."
"uaxteOutputFaults",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputFaults",".1.3.6.1.4.1.43768.3.1.1.3.2.7.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxteOutputForwardLowWarning",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputFaults.uaxteOutputForwardLowWarning",".1.3.6.1.4.1.43768.3.1.1.3.2.7.2.1","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Forward power of the system is below the low warning threshold"
"uaxteOutputForwardLowFault",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputFaults.uaxteOutputForwardLowFault",".1.3.6.1.4.1.43768.3.1.1.3.2.7.2.2","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Forward power of the system is below the low fault threshold"
"uaxteOutputForwardHighFault",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputFaults.uaxteOutputForwardHighFault",".1.3.6.1.4.1.43768.3.1.1.3.2.7.2.3","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Forward power of the system is above high warning threshold"
"uaxteOutputMute",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputFaults.uaxteOutputMute",".1.3.6.1.4.1.43768.3.1.1.3.2.7.2.4","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Output power of the system is muted."
"uaxteConfig",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig",".1.3.6.1.4.1.43768.3.1.1.3.2.8",,,"","GATESAIR-UAXTE-MIB",""
"uaxteConfigOuput",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1",,,"","GATESAIR-UAXTE-MIB",""
"uaxteCfgForwardAPCReference",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgForwardAPCReference",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.1","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The reference power that the transmitter tries to maintain when power control mode is in auto. "
"uaxteCfgForwardNominal",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgForwardNominal",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.2","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The nominal power reading which represent 100% mark on the GUI."
"uaxteCfgForwardLowWarning",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgForwardLowWarning",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.3","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The threshold of forward power that triggers the low warning level."
"uaxteCfgForwardLowFault",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgForwardLowFault",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.4","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The threshold of forward power that triggers the low fault level."
"uaxteCfgForwardHighFault",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgForwardHighFault",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.5","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The threshold of forward power that triggers the high warning level."
"uaxteCfgRfldFoldbackThreshold",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgRfldFoldbackThreshold",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.6","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The threshold of reflected power that triggers power foldback."
"uaxteCfgRfldFault",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigOuput.uaxteCfgRfldFault",".1.3.6.1.4.1.43768.3.1.1.3.2.8.1.7","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The threshold of reflected power that triggers VSWR protection. OBSOLETE only MFG can set this"
"uaxteConfigPowerControl",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxteCfgPwrCntrlMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlMode",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Automatic power control(APC), when in auto the controller will try to maintain the the value set by uaxteCfgForwardAPCReference"
"uaxteCfgPwrCntrlDriveLevel",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlDriveLevel",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Current APC value. Note when running transmitter at the properly set power the APC value should be above 800"
"uaxteCfgPwrCntrlDriveLevelAdjust",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlDriveLevelAdjust",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.3","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Change the power of the transmitter. 1=increase 2 =descrease. will change the drive level by 10pts note after 10 seconds when uaxteCfgPwrCntrlMode =1(Auto) the uaxteConfigForwardAPCReference will be changed to the transmitters power reading. "
"uaxteCfgPwrCntrlDriveLimit",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlDriveLimit",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.4","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Max value the Drive level can reach."
"uaxteCfgPwrCntrlInputAttenuatorLevel",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlInputAttenuatorLevel",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.5","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Enter the value for attentuor level. note the transmitter nominal level for drive level is above 800. By adjusting the Input Attn Level can obtain this value"
"uaxteCfgPwrCntrlInputAttenuatorLevelAdjust",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigPowerControl.uaxteCfgPwrCntrlInputAttenuatorLevelAdjust",".1.3.6.1.4.1.43768.3.1.1.3.2.8.2.6","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Change the Drive Level Input attenuator. 1=increase 2 =descrease. will change the drive level by 10pts. note the transmitter nominal level for drive level is above 800. By adjusting the Input Attn Level can obtain this value "
"uaxteConfigGeneral",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigGeneral",".1.3.6.1.4.1.43768.3.1.1.3.2.8.3",,,"","GATESAIR-UAXTE-MIB",""
"uaxteCfgAcRestartDelay",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteConfig.uaxteConfigGeneral.uaxteCfgAcRestartDelay",".1.3.6.1.4.1.43768.3.1.1.3.2.8.3.1","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","AC restart delay when AC MAin is applied and the operation mode of the transmitter was ON prior to AC Main Loss"
"uaxteRtac",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac",".1.3.6.1.4.1.43768.3.1.1.3.2.9",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacGeneral",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacGeneral",".1.3.6.1.4.1.43768.3.1.1.3.2.9.1",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacDisabled",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacGeneral.uaxteRtacDisabled",".1.3.6.1.4.1.43768.3.1.1.3.2.9.1.1","YesNo","read-write","","GATESAIR-UAXTE-MIB","RTAC mode is Enabled/Disabled. Note when enabling this control other factors internal to the Transmitter may prevent RTAC from being enabled."
"uaxteRtacSetup",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacSetup",".1.3.6.1.4.1.43768.3.1.1.3.2.9.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacSetupPeakReductionMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacSetup.uaxteRtacSetupPeakReductionMode",".1.3.6.1.4.1.43768.3.1.1.3.2.9.2.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","1 =AUTO:Non-Linear Range determined automatically; 2 =MANUAL:Non-Linear Range set by datapoint uaxteRtacSetupNonLinearRange"
"uaxteRtacSetupNonLinearRange",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacSetup.uaxteRtacSetupNonLinearRange",".1.3.6.1.4.1.43768.3.1.1.3.2.9.2.2","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Expected Peak-to-average ratio of the waveform after the PA."
"uaxteRtacSetupMaxCrestFactor",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacSetup.uaxteRtacSetupMaxCrestFactor",".1.3.6.1.4.1.43768.3.1.1.3.2.9.2.3","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Limit on the Peak-to-average ratio of the transmitter output with peak expansion"
"uaxteRtacLinear",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacLinear",".1.3.6.1.4.1.43768.3.1.1.3.2.9.3",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacLinearMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacLinear.uaxteRtacLinearMode",".1.3.6.1.4.1.43768.3.1.1.3.2.9.3.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Rtac Linear Mode of operation"
"uaxteRtacLinearSuccess",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacLinear.uaxteRtacLinearSuccess",".1.3.6.1.4.1.43768.3.1.1.3.2.9.3.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Rtac Linear successful attempts of adaption"
"uaxteRtacLinearAttempts",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacLinear.uaxteRtacLinearAttempts",".1.3.6.1.4.1.43768.3.1.1.3.2.9.3.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Rtac Linear attempts of adaption"
"uaxteRtacLinearModeAfterAcLoss",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacLinear.uaxteRtacLinearModeAfterAcLoss",".1.3.6.1.4.1.43768.3.1.1.3.2.9.3.4","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Rtac Linear Mode of operation after AC Loss"
"uaxteRtacNonLinear",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacNonLinear",".1.3.6.1.4.1.43768.3.1.1.3.2.9.4",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacNonLinearMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacNonLinear.uaxteRtacNonLinearMode",".1.3.6.1.4.1.43768.3.1.1.3.2.9.4.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Rtac NonLinear Mode of operation"
"uaxteRtacNonLinearSuccess",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacNonLinear.uaxteRtacNonLinearSuccess",".1.3.6.1.4.1.43768.3.1.1.3.2.9.4.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Rtac NonLinear successful attempts of adaption"
"uaxteRtacNonLinearAttempts",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacNonLinear.uaxteRtacNonLinearAttempts",".1.3.6.1.4.1.43768.3.1.1.3.2.9.4.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Rtac NonLinear attempts of adaption"
"uaxteRtacNonLinearModeAfterAcLoss",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacNonLinear.uaxteRtacNonLinearModeAfterAcLoss",".1.3.6.1.4.1.43768.3.1.1.3.2.9.4.4","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Rtac NonLinear Mode of operation after AC Loss"
"uaxteRtacPerformance",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5",,,"","GATESAIR-UAXTE-MIB",""
"uaxteRtacPerfLSB",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance.uaxteRtacPerfLSB",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Lower sideband(LSB) value Example Value -30472 =-30dB"
"uaxteRtacPerfUSB",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance.uaxteRtacPerfUSB",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Upper sideband(USB) value Example Value -30472 =-30dB"
"uaxteRtacPerfEVM",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance.uaxteRtacPerfEVM",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Example Value 1000 =1%"
"uaxteRtacPerfMERSNR",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance.uaxteRtacPerfMERSNR",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","SNR for ATSC Modulation, MER for all others Example Value -30472 =-30dB"
"uaxteRtacPerfValid",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteRtac.uaxteRtacPerformance.uaxteRtacPerfValid",".1.3.6.1.4.1.43768.3.1.1.3.2.9.5.5","YesNo","read-only","","GATESAIR-UAXTE-MIB","if value =2(No) then that RTAC performance readings are invalid, the RTAC performance numbers are only updated when a valid signal is present on the pre/post filter inputs"
"uaxtePowerSupplies",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePowerSupplies",".1.3.6.1.4.1.43768.3.1.1.3.2.10",,,"","GATESAIR-UAXTE-MIB",""
"uaxtePwrSupplyController",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePowerSupplies.uaxtePwrSupplyController",".1.3.6.1.4.1.43768.3.1.1.3.2.10.1","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Transmitters power supply controller status."
"uaxtePwrSupplyPwrAmp",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePowerSupplies.uaxtePwrSupplyPwrAmp",".1.3.6.1.4.1.43768.3.1.1.3.2.10.2","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Transmitters power supply power amplifier status."
"uaxtePwrSupplyModulator",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePowerSupplies.uaxtePwrSupplyModulator",".1.3.6.1.4.1.43768.3.1.1.3.2.10.3","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Transmitters power supply modulator status."
"uaxteCooling",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling",".1.3.6.1.4.1.43768.3.1.1.3.2.11",,,"","GATESAIR-UAXTE-MIB",""
"uaxteCoolingTempAmbient",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingTempAmbient",".1.3.6.1.4.1.43768.3.1.1.3.2.11.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Ambient temperature reading."
"uaxteCoolingTempPwrAmp",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingTempPwrAmp",".1.3.6.1.4.1.43768.3.1.1.3.2.11.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Power amplifier temperature reading."
"uaxteCoolingTempFpga1",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingTempFpga1",".1.3.6.1.4.1.43768.3.1.1.3.2.11.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Fpga1 internal temperature reading."
"uaxteCoolingTempFpga2",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingTempFpga2",".1.3.6.1.4.1.43768.3.1.1.3.2.11.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Fpga2 internal temperature reading. Note:not always used."
"uaxteKernelTemp",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteKernelTemp",".1.3.6.1.4.1.43768.3.1.1.3.2.11.5","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Kernel internal temperature reading."
"uaxteCoolingTempBattery",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingTempBattery",".1.3.6.1.4.1.43768.3.1.1.3.2.11.6","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","External battery temperature reading. Note:not always used."
"uaxteCoolingRpmFan1",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingRpmFan1",".1.3.6.1.4.1.43768.3.1.1.3.2.11.7","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","RPMs of fan1"
"uaxteCoolingRpmFan2",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingRpmFan2",".1.3.6.1.4.1.43768.3.1.1.3.2.11.8","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","RPMs of fan2"
"uaxteCoolingRpmFan3",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingRpmFan3",".1.3.6.1.4.1.43768.3.1.1.3.2.11.9","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","RPMs of fan3, note used in all UAXTE types"
"uaxteCoolingRpmFan4",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteCooling.uaxteCoolingRpmFan4",".1.3.6.1.4.1.43768.3.1.1.3.2.11.10","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","RPMs of fan4. note used in all UAXTE types"
"uaxteNetwork",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork",".1.3.6.1.4.1.43768.3.1.1.3.2.12",,,"","GATESAIR-UAXTE-MIB",""
"uaxteNetworkTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1","SEQUENCE OF UaxteNetworkEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxteNetworkEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1","UaxteNetworkEntry","not-accessible","uaxteNetworkIndex","GATESAIR-UAXTE-MIB","Description."
"uaxteNetworkIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.1","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteNetworkMac",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkMac",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.2","OCTET STRING","read-only","","GATESAIR-UAXTE-MIB","MAC address of the given interface"
"uaxteNetworkAddr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkAddr",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.3","IPADDRESS","read-only","","GATESAIR-UAXTE-MIB","IP address of the given interface"
"uaxteNetworkNetmask",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkNetmask",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.4","IPADDRESS","read-only","","GATESAIR-UAXTE-MIB","Netmask of the given interface"
"uaxteNetworkLink",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkLink",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.5","YesNo","read-only","","GATESAIR-UAXTE-MIB","Status of the given interface is connected to a network"
